processor_id,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
575,9,111,51,127,64,105,1,42,,,850.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00163.html,,,,,
576,9,111,51,127,64,105,1,42,,,866.0,,1,1,,Horowitz spreadsheet,,,,,
577,9,111,51,127,64,105,1,42,,,933.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00412.html,,,,,
578,9,112,52,130,62,72,1,,730,,1600.0,,1,1,,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060117-05393.html,,,,,
579,9,112,52,130,62,72,1,,750,,1867.0,,1,1,,spec website,,,,,
580,9,112,52,130,62,72,1,,755,,2000.0,,1,1,,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03081.html,,,,,
581,9,112,52,130,62,72,1,,760,,2000.0,,1,1,,Horowitz spreadsheet,,,,,
582,9,112,52,130,62,72,1,,780,,2266.0,,1,1,,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050805-04445.html,,,,,
583,9,112,52,131,63,70,1,,,,1300.0,,1,1,22.0,http://ark.intel.com/Product.aspx?id=27574,32,77.0,83,0.956,1.388
584,9,112,52,131,63,70,1,,,,900.0,,1,1,7.0,http://ark.intel.com/Product.aspx?id=27612,32,77.0,83,0.844,1.004
585,9,113,49,132,66,22,1,,,1997-01-01,200.0,,1,1,7.3,Horowitz spreadsheet,,4.5,140,2.8,2.8
586,9,113,49,132,66,22,1,,,1997-06-01,233.0,,1,1,7.9,Horowitz spreadsheet,,,140,2.8,2.8
587,9,114,,,52,106,1,43,,,150.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00942.html,,,,,
588,9,114,,,68,107,1,43,,,166.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960429-00748.html,,,,,
589,9,114,,,68,106,1,43,,,180.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00946.html,,,,,
590,9,114,,,68,106,1,43,,1995-11-01,200.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00950.html,,,,,
591,9,115,32,94,61,72,1,,3040,2007-01-01,1860.0,,1,1,65.0,http://ark.intel.com/Product.aspx?id=27203,64,167.0,111,1.225,1.325
592,9,115,32,94,61,72,1,,3050,2007-01-01,2133.0,,1,2,65.0,http://ark.intel.com/Product.aspx?id=27204,64,167.0,111,1.225,1.325
593,9,115,32,94,61,73,1,,3060,2007-10-01,2400.0,,1,1,65.0,merged,64,291.0,143,0.85,1.3625
594,9,115,32,94,61,73,1,,3065,2007-10-01,2333.0,,1,2,65.0,merged,64,291.0,143,0.85,1.3625
595,9,115,32,94,61,73,1,,3070,2007-10-01,2660.0,,1,2,65.0,Horowitz spreadsheet,64,291.0,143,0.85,1.3625
596,9,115,32,94,61,73,1,,3075,2007-10-01,2660.0,,1,2,65.0,Horowitz spreadsheet,64,291.0,143,0.85,1.3625
597,9,115,32,94,61,73,1,,3085,2007-10-01,3000.0,,1,2,65.0,Horowitz spreadsheet,64,291.0,143,0.85,1.3625
598,9,115,,133,61,103,1,,5050,,3000.0,,1,2,,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060829-07152.html,,,,,
599,9,115,,133,61,103,1,,5080,,3733.0,,1,2,,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060722-06629.html,,,,,
600,9,115,,134,61,73,1,,5110,2006-06-01,1600.0,,1,2,65.0,merged,64,291.0,143,1.0,1.5
601,9,115,,134,61,73,1,,5120,2006-06-01,1866.0,,1,2,65.0,merged,64,291.0,143,1.0,1.5
602,9,115,,134,61,73,1,,5130,2006-06-01,2000.0,,1,2,65.0,merged,64,291.0,143,1.0,1.5
603,9,115,,134,61,73,1,,5140,2006-06-01,2333.0,,1,2,65.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06961.html,64,291.0,143,1.0,1.5
604,9,115,,134,61,73,1,,5150,2006-06-01,2660.0,,1,2,65.0,merged,64,291.0,143,1.0,1.5
605,9,115,,134,61,73,1,,5160,2006-06-01,3000.0,,1,2,80.0,merged,64,291.0,143,1.0,1.5
606,9,115,,135,61,97,1,,7020,,2660.0,,1,1,,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05976.html,,,,,
607,9,115,,135,61,98,1,,7041,,3000.0,,1,1,,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05987.html,,,,,
608,9,115,,136,61,108,1,,7110M,2006-08-01,2600.0,,1,2,95.0,merged,64,,,1.1,1.35
609,9,115,,136,61,108,1,,7120M,2006-08-01,3000.0,,1,2,95.0,merged,64,,,1.1,1.35
610,9,115,,136,61,109,1,,7130M,2006-08-01,3200.0,,1,2,150.0,merged,64,,,1.1,1.35
611,9,115,,136,61,110,1,,7140M,2006-08-01,3400.0,,1,2,150.0,merged,64,,,1.1,1.35
612,9,115,36,95,60,75,1,,E3110,2008-01-01,3000.0,,1,2,65.0,merged,64,410.0,107,0.85,1.3625
613,9,115,36,95,60,75,1,,E3113,,3000.0,,1,2,65.0,merged,64,,,0.95,1.21
614,9,115,36,95,60,75,1,,E3120,2008-07-01,3166.0,,1,2,65.0,merged,64,410.0,107,,1.3625
615,9,115,36,137,60,75,1,,E5205,2007-11-01,1860.0,,1,2,65.0,Horowitz spreadsheet,64,410.0,107,0.95,1.212
616,9,115,,138,61,76,1,,E5310,2006-11-01,1600.0,,1,4,80.0,Horowitz spreadsheet,64,582.0,286,1.0,1.5
617,9,115,,138,61,76,1,,E5320,2006-11-01,1860.0,,1,4,80.0,merged,64,582.0,286,1.0,1.5
618,9,115,,138,61,76,1,,E5335,2006-12-01,2000.0,,1,4,80.0,merged,64,582.0,286,1.0,1.5
619,9,115,,138,61,76,1,,E5345,2006-11-01,2330.0,,1,4,80.0,merged,64,582.0,286,1.0,1.5
620,9,115,36,139,60,79,1,,E5405,2007-11-01,2000.0,,1,4,80.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
621,9,115,36,139,60,79,1,,E5410,2007-11-01,2330.0,,1,4,80.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
622,9,115,36,139,60,79,1,,E5420,2007-11-01,2500.0,,1,4,80.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
623,9,115,36,139,60,79,1,,E5430,2007-11-01,2660.0,,1,4,80.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
624,9,115,36,139,60,79,1,,E5440,2007-11-01,2830.0,,1,4,80.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
625,9,115,36,139,60,79,1,,E5450,2007-11-01,3000.0,,1,4,120.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
626,9,115,36,139,60,79,1,,E5472,2007-11-01,3000.0,,1,4,80.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
627,9,115,42,140,60,81,1,,E5502,2009-03-01,1867.0,,1,2,80.0,merged,64,,263,0.75,1.35
628,9,115,42,140,60,81,1,,E5503,2009-03-01,2000.0,,1,2,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
629,9,115,42,140,60,81,1,,E5504,2009-03-01,2000.0,,1,4,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
630,9,115,42,140,60,81,1,,E5506,2009-03-01,2130.0,,1,4,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
631,9,115,42,140,60,81,1,,E5507,2010-01-01,2260.0,,1,4,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
632,9,115,42,140,60,82,1,,E5520,2009-03-01,2260.0,,2,4,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
633,9,115,42,140,60,82,1,,E5530,2009-03-01,2400.0,,2,4,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
634,9,115,42,140,60,82,1,,E5540,2009-03-01,2530.0,,2,4,80.0,Horowitz spreadsheet,64,,263,0.75,1.35
635,9,115,42,106,59,84,1,,E5620,2010-03-01,2400.0,,2,4,80.0,Horowitz spreadsheet,64,,,0.8,1.3
636,9,115,42,106,59,84,1,,E5630,2010-03-01,2530.0,,2,4,80.0,Horowitz spreadsheet,64,,,0.8,1.3
637,9,115,42,106,59,84,1,,E5640,2010-03-01,2670.0,,2,4,80.0,Horowitz spreadsheet,64,,,0.8,1.3
638,9,115,42,141,60,82,1,,EC5549,2010-02-10,2533.0,2933.0,2,4,85.0,http://ark.intel.com/Product.aspx?id=47639,,,,1.0,1.5
639,9,115,36,95,60,75,1,,L3110,2009-01-01,3000.0,,1,2,65.0,merged,64,820.0,214,0.85,1.3625
640,9,115,42,99,60,79,1,,L3360,2009-02-01,2833.0,,1,4,65.0,Horowitz spreadsheet,64,820.0,214,0.8625,1.212
641,9,115,42,90,59,81,1,,L3406,2010-03-01,2267.0,2530.0,1,2,30.0,merged,64,382.0,81,0.65,1.4
642,9,115,42,103,60,82,1,,L3426,2009-09-01,1867.0,3200.0,2,4,45.0,merged,64,774.0,296,0.65,1.4
643,9,115,36,95,60,75,1,,L5215,,1860.0,,1,2,20.0,Horowitz spreadsheet,64,410.0,107,0.85,1.35
644,9,115,36,95,60,75,1,,L5240,2008-03-01,3000.0,,1,2,40.0,Horowitz spreadsheet,64,410.0,107,0.85,1.35
645,9,115,,138,61,76,1,,L5320,2007-03-01,1860.0,,1,4,50.0,merged,64,582.0,286,1.1,1.325
646,9,115,,139,60,79,1,,L5408,2008-02-27,2133.0,,1,4,40.0,http://ark.intel.com/Product.aspx?id=34695,64,820.0,214,0.85,1.35
647,9,115,36,139,60,79,1,,L5410,2008-03-01,2330.0,,1,4,50.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
648,9,115,36,139,60,79,1,,L5420,2008-03-01,2500.0,,1,4,50.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
649,9,115,42,140,60,82,1,,L5520,2009-03-01,2260.0,,1,4,60.0,Horowitz spreadsheet,64,731.0,263,0.75,1.35
650,9,115,42,140,60,84,1,,L5609,2010-03-01,1860.0,,1,4,40.0,Horowitz spreadsheet,64,,,0.8,1.3
651,9,115,42,140,59,84,1,,L5630,2010-03-01,2130.0,2400.0,2,4,40.0,http://ark.intel.com/Product.aspx?id=47927,64,,,0.75,1.35
652,9,115,42,140,59,84,1,,L5640,2010-03-01,2266.0,2800.0,2,6,60.0,http://ark.intel.com/Product.aspx?id=47926,64,,,0.75,1.35
653,9,115,42,105,60,81,1,,W3503,2009-03-01,2400.0,,1,2,130.0,merged,64,,,0.8,1.225
654,9,115,42,105,60,81,1,,W3505,2009-03-01,2533.0,,1,2,130.0,merged,64,,,0.8,1.225
655,9,115,42,105,60,82,1,,W3520,2009-03-01,2667.0,2930.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
656,9,115,42,105,60,82,1,,W3540,2009-03-01,2933.0,3200.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
657,9,115,42,105,60,82,1,,W3550,2009-08-01,3067.0,3330.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
658,9,115,42,105,60,82,1,,W3565,2009-11-01,3200.0,3460.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
659,9,115,42,105,60,82,1,,W3570,2009-03-01,3200.0,3460.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
660,9,115,42,105,60,82,1,,W3580,2009-03-01,3333.0,3600.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
661,9,115,42,106,59,84,1,,W3670,,3200.0,3460.0,2,6,,spec website,,,,,
662,9,115,42,106,59,84,1,,W3680,2010-03-01,3333.0,3600.0,2,6,130.0,merged,64,,,0.8,1.3
663,9,115,42,140,60,82,1,,W5580,2009-03-01,3200.0,3460.0,2,4,130.0,merged,64,731.0,263,0.75,1.35
664,9,115,42,140,60,82,1,,W5590,2009-08-01,3330.0,,2,4,130.0,Horowitz spreadsheet,64,731.0,263,0.75,1.35
665,9,115,32,98,61,76,1,,X3210,2007-01-01,2133.0,,1,4,105.0,merged,64,582.0,286,1.1,1.372
666,9,115,32,98,61,76,1,,X3220,2007-01-01,2400.0,,1,4,105.0,merged,64,582.0,286,1.1,1.372
667,9,115,32,98,61,76,1,,X3230,2007-07-01,2660.0,,1,4,95.0,Horowitz spreadsheet,64,582.0,286,1.1,1.372
668,9,115,35,99,60,78,1,,X3320,2008-03-01,2500.0,,1,4,95.0,merged,64,,,0.962,1.212
669,9,115,35,99,60,78,1,,X3323,,2500.0,,1,4,80.0,merged,64,,,,
670,9,115,35,99,60,78,1,,X3330,2008-08-01,2666.0,,1,4,95.0,merged,64,456.0,164,0.85,1.3625
671,9,115,35,99,60,79,1,,X3350,2008-03-01,2666.0,,1,4,95.0,merged,64,820.0,214,0.95,1.212
672,9,115,35,99,60,79,1,,X3353,,2666.0,,1,4,80.0,merged,64,,,,
673,9,115,35,99,60,79,1,,X3360,2008-03-01,2833.0,,1,4,95.0,merged,64,820.0,214,0.962,1.237
674,9,115,35,99,60,79,1,,X3363,,2833.0,,1,4,80.0,merged,64,,,,
675,9,115,35,99,60,79,1,,X3370,2008-03-01,3000.0,,1,4,95.0,merged,64,820.0,214,0.962,1.362
676,9,115,35,99,60,79,1,,X3380,2009-02-01,3167.0,,1,4,95.0,merged,64,820.0,214,0.85,1.362
677,9,115,42,103,60,82,1,,X3430,2009-09-01,2400.0,2800.0,1,4,95.0,merged,64,774.0,296,0.7,1.4
678,9,115,42,103,60,82,1,,X3440,2009-09-01,2533.0,2930.0,2,4,95.0,merged,64,774.0,296,0.7,1.4
679,9,115,42,103,60,82,1,,X3450,2009-09-01,2667.0,3200.0,2,4,95.0,merged,64,774.0,296,0.7,1.4
680,9,115,42,103,60,82,1,,X3460,2009-09-01,2800.0,3460.0,2,4,95.0,merged,64,774.0,296,0.7,1.4
681,9,115,42,103,60,82,1,,X3470,2009-09-01,2933.0,3600.0,2,4,95.0,merged,64,774.0,296,0.7,1.4
682,9,115,42,103,60,82,1,,X3480,2009-09-01,3067.0,3730.0,2,4,95.0,merged,64,774.0,296,0.65,1.4
683,9,115,36,137,60,75,1,,X5260,2007-10-01,3333.0,3333.0,1,2,80.0,merged,64,410.0,107,0.85,1.35
684,9,115,36,137,60,75,1,,X5270,2008-09-01,3500.0,,1,2,80.0,Horowitz spreadsheet,64,410.0,107,0.85,1.35
685,9,115,36,137,60,75,1,,X5272,2007-11-01,3400.0,,1,2,80.0,Horowitz spreadsheet,64,410.0,107,0.85,1.35
686,9,115,,138,61,76,1,,X5355,2006-11-01,2666.0,,1,4,120.0,http://ark.intel.com/Product.aspx?id=28035,64,582.0,286,1.0,1.5
687,9,115,,138,61,76,1,,X5365,2007-04-01,3000.0,,1,4,150.0,merged,64,582.0,286,1.0,1.5
688,9,115,36,139,60,79,1,,X5450,2007-11-01,3000.0,,1,4,120.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
689,9,115,36,139,60,79,1,,X5460,2007-11-01,3166.0,,1,4,120.0,merged,64,820.0,214,0.85,1.35
690,9,115,36,139,60,79,1,,X5470,2008-09-01,3333.0,,1,4,120.0,merged,64,820.0,214,0.85,1.35
691,9,115,36,139,60,79,1,,X5472,2007-11-01,3000.0,,1,4,120.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
692,9,115,36,139,60,79,1,,X5482,2007-11-01,3200.0,,1,4,150.0,Horowitz spreadsheet,64,820.0,214,0.85,1.35
693,9,115,42,140,60,82,1,,X5550,2009-03-01,2670.0,,2,4,95.0,Horowitz spreadsheet,64,731.0,263,0.75,1.35
694,9,115,42,140,60,82,1,,X5560,2009-03-01,2800.0,,2,4,95.0,Horowitz spreadsheet,64,731.0,263,0.75,1.35
695,9,115,42,140,60,82,1,,X5570,2009-03-01,2933.0,3330.0,2,4,95.0,merged,64,731.0,263,0.75,1.35
696,9,115,42,106,59,84,1,,X5650,2010-03-01,2670.0,,2,6,95.0,Horowitz spreadsheet,64,,,0.8,1.3
697,9,115,42,106,59,84,1,,X5660,2010-03-01,2800.0,,2,6,95.0,Horowitz spreadsheet,64,,,0.8,1.3
698,9,115,42,106,59,111,1,,X5667,2010-03-01,3060.0,,2,4,95.0,Horowitz spreadsheet,64,,,0.8,1.3
699,9,115,42,106,59,84,1,,X5670,2010-03-01,2930.0,,2,6,95.0,Horowitz spreadsheet,64,,,0.8,1.3
700,9,115,42,106,59,111,1,,X5677,2010-03-01,3460.0,,2,4,130.0,Horowitz spreadsheet,64,,,0.8,1.3
701,9,115,42,106,59,84,1,,X5680,2010-03-01,3330.0,,2,6,130.0,Horowitz spreadsheet,64,,,0.8,1.3
702,17,116,57,142,82,10,23,53,,1996-01-01,180.0,,1,1,,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01619.html,64,6.8,298,3.3,3.3
703,17,116,57,142,82,10,21,53,,1996-01-01,195.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01320.html,64,6.8,298,3.3,3.3
704,17,116,57,142,82,10,21,53,,1996-01-01,196.0,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980206-02411.html,64,6.8,298,3.3,3.3
705,17,116,57,142,82,10,31,53,,1996-01-01,200.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961028-01408.html,64,6.8,298,3.3,3.3
706,17,116,57,142,82,10,21,53,,1996-01-01,250.0,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980206-02410.html,64,6.8,298,3.3,3.3
707,17,117,59,,105,1,1,54,,1986-01-01,16.0,,1,1,3.0,Horowitz spreadsheet,32,0.11,80,5.0,5.0
708,17,118,60,,85,1,1,,,1988-06-01,40.0,,1,1,4.0,Horowitz spreadsheet,32,0.12,56,5.0,5.0
709,17,119,61,,84,18,1,55,,1992-06-01,100.0,,1,1,15.0,Horowitz spreadsheet,64,1.1,213,5.0,5.0
710,17,120,,,82,22,31,,R4400MC,1995-07-01,240.0,,1,1,,http://www.spec.org/cpu95/results/res96q3/cpu95-960624-00970.html,64,2.3,108,3.3,3.3
711,17,120,,,104,22,31,,R4400MC,1994-05-01,200.0,,1,1,,http://performance.netlib.org/performance/html/spec.sn4630.cint92.3_95.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 630 100/200MHz R4400MC},64,2.3,134,3.3,3.3
712,17,120,,,82,22,31,,R4400MC,1995-07-01,250.0,,1,1,,http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250Mhz R4400MC},64,2.3,108,3.3,3.3
713,17,120,,,83,22,31,,R4400SC,1992-11-01,100.0,,1,1,15.0,http://performance.netlib.org/performance/html/spec.sni4330.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 330/340 50/100Mhz R4400SC},64,2.3,186,3.3,3.3
714,17,120,,,83,22,31,,R4400SC,1992-11-01,150.0,,1,1,15.0,http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250Mhz R4400MC},64,2.3,186,3.3,3.3
715,17,120,,,83,22,21,,R4400SC,1992-11-01,175.0,,1,1,15.0,http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250Mhz R4400MC},64,2.3,186,3.3,3.3
716,17,120,,,83,22,21,,R4400SC,1992-11-01,200.0,,1,1,15.0,http://performance.netlib.org/performance/html/spec.sgiind1.cint92.12_94.notes.html#{Silicon Graphics Indigo2 Extreme 200Mhz MIPS R4400SC},64,2.3,186,3.3,3.3
717,17,121,62,143,51,22,1,,R4600PC,1993-08-01,100.0,,1,1,,http://performance.netlib.org/performance/html/spec.sn200120.cint92.9_94.notes.html#{Siemens Nixdorf Informationssysteme RM200 Model 120/125 50/100 MHz R4600},,,,5.0,5.0
718,17,121,62,143,51,22,1,,R4600PC,1994-03-01,133.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p037.html,,,,5.0,5.0
719,17,121,62,143,51,22,1,,R4600PC,1994-06-01,150.0,,1,1,3.0,Horowitz spreadsheet,64,1.9,77,5.0,5.0
720,17,121,62,143,51,22,19,,R4600SC,1994-03-01,133.0,,1,1,,http://performance.netlib.org/performance/html/spec.sg46133.cint92.3_95.notes.html#{Silicon Graphics Indigo2 133Mhz R4600SC},,,,5.0,5.0
721,17,122,63,,50,112,1,,,1996-01-01,150.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01322.html,64,3.6,84,3.3,3.3
722,17,122,63,,50,112,1,,,1996-01-01,180.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01321.html,64,3.6,84,3.3,3.3
723,17,122,63,,50,10,23,,,1996-01-01,200.0,,1,1,,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01620.html,64,3.6,84,3.3,3.3
724,17,122,63,,50,10,23,,,1996-01-01,250.0,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02403.html,64,3.6,84,3.3,3.3
725,17,123,64,,106,22,1,56,R8000,1994-06-07,75.0,,1,1,13.0,Horowitz spreadsheet,64,2.6,300,3.3,3.3
726,17,123,64,,106,22,1,56,R8010,1994-06-07,75.0,,1,1,13.0,Horowitz spreadsheet,64,2.6,300,3.3,3.3
727,17,124,,,,10,1,,,,1200.0,,,,,www.broadcom.com/docs/articles/MPR_11-22-10.pdf,32,,1,,
728,10,125,,,,1,1,,,,1.0,,1,1,,Horowitz spreadsheet,8,0.0068,16,5.0,5.0
729,10,126,65,,78,1,1,,,1979-09-01,14.0,,1,1,,Horowitz spreadsheet,16,0.068,44,5.0,5.0
730,10,127,66,,78,1,1,,,1983-06-01,14.0,,1,1,1.5,Horowitz spreadsheet,16,0.068,44,5.0,5.0
731,10,128,67,,77,113,1,57,,1984-04-01,25.0,,1,1,0.72,Horowitz spreadsheet,32,0.19,85,5.0,5.0
732,10,129,68,,76,113,1,,,1987-06-01,50.0,,1,1,,Horowitz spreadsheet,32,0.27,102,5.0,5.0
733,10,130,69,,75,64,1,,,1991-01-01,33.0,,1,1,6.0,Horowitz spreadsheet,32,1.2,164,5.0,5.0
734,10,131,70,,74,18,1,,,1994-04-01,66.0,,1,1,,Horowitz spreadsheet,32,2.4,198,3.3,3.3
735,10,132,,144,79,10,1,,7400,1999-08-01,500.0,,1,1,6.0,Horowitz spreadsheet,32,10.5,83,1.8,1.8
736,10,132,,145,80,11,1,,7450,2001-07-01,733.0,,1,1,23.0,Horowitz spreadsheet,32,33.0,106,1.8,1.8
737,23,133,,,45,22,1,,,1994-03-01,93.0,,1,1,9.0,Horowitz spreadsheet,32,3.5,165,4.0,4.0
738,24,134,,146,19,114,20,,,1994-06-01,100.0,,1,1,,http://performance.netlib.org/performance/html/spec.sunsparc.cint92.12_94.notes.html#{Sun Microsystems Inc. SPARCstation 20 Model HS II 100Mhz Hyper SPARC},32,1.5,327,3.3,3.3
739,24,134,,146,19,114,20,,,1994-06-01,125.0,,1,1,,http://performance.netlib.org/performance/html/spec.sunh21_1.cint92.6_95.notes.html#{Sun Microsystems; Inc. SPARCstation/server 20 Model HS21 125MHz HyperSPARC},32,1.5,327,3.3,3.3
740,24,134,,147,20,114,19,,,1995-08-01,150.0,,1,1,,Horowitz spreadsheet,32,1.5,,3.3,3.3
741,24,134,,148,12,114,20,,,1993-06-01,72.0,,1,1,,Horowitz spreadsheet,32,1.5,135,5.0,5.0
742,18,135,58,,103,10,31,58,,1998-11-01,270.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03504.html,64,7.15,229,2.5,2.5
743,18,135,58,,103,10,31,58,,1998-11-01,300.0,,1,1,30.0,Horowitz spreadsheet,64,7.15,229,2.5,2.5
744,18,135,58,,103,10,31,58,,1998-11-01,350.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010308-00510.html,64,7.15,229,2.5,2.5
745,18,135,58,,103,10,31,58,,1998-11-01,360.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000604-00117.html,64,7.15,229,2.5,2.5
746,18,136,,,81,10,32,,,2000-07-01,400.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000509-00095.html,64,,106,1.8,1.8
747,18,137,,,86,10,32,,,,500.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010716-00753.html,64,,,,
748,18,138,,,87,10,32,,,,600.0,,1,1,17.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020211-01260.html,64,,,,
749,19,139,,149,92,115,1,,,1991-06-01,50.0,,1,1,4.0,Horowitz spreadsheet,32,0.8,225,5.0,5.0
750,19,140,71,150,91,116,1,,,1992-06-01,40.0,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00490.html,32,3.1,256,5.0,5.0
751,19,140,71,150,91,116,21,,,1992-06-01,50.0,,1,1,,http://performance.netlib.org/performance/html/spec.sun1051.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 10 Model 51 50Mhz SuperSPARC},32,3.1,256,5.0,5.0
752,19,140,71,150,91,116,21,,,1992-06-01,60.0,,1,1,14.2,http://performance.netlib.org/performance/html/spec.sun2061b.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 61 60Mhz SuperSPARC},32,3.1,256,5.0,5.0
753,19,141,72,151,91,116,21,,,1995-06-01,75.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p039.html,32,3.1,299,3.3,3.3
754,19,141,72,151,91,116,1,,,1995-06-01,90.0,,1,1,16.0,Horowitz spreadsheet,32,3.1,299,3.3,3.3
755,19,142,73,152,96,22,19,59,,1995-11-01,143.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961108-01465.html,64,5.2,315,3.3,3.3
756,19,142,73,152,96,22,19,59,,1995-11-01,167.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960606-00850.html,64,5.2,315,3.3,3.3
757,19,142,73,152,96,22,19,59,,1995-11-01,200.0,,1,1,,http://www.spec.org/cpu95/results/res96q3/cpu95-960822-01175.html,64,5.2,315,3.3,3.3
758,19,142,73,152,96,22,21,59,,1995-11-01,248.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01989.html,64,5.2,315,3.3,3.3
759,19,142,73,152,96,22,23,59,,1995-11-01,296.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01999.html,64,5.2,315,3.3,3.3
760,19,143,74,153,97,22,31,,,,250.0,,1,1,25.0,http://www.spec.org/cpu95/results/res97q2/cpu95-970409-01744.html,64,5.4,149,2.5,2.6
761,19,143,74,153,97,22,23,,,,296.0,,1,1,25.0,http://www.spec.org/cpu95/results/res98q4/cpu95-981007-03100.html,64,5.4,149,2.5,2.6
762,19,143,74,153,97,22,23,,,,300.0,,1,1,25.0,http://www.spec.org/cpu95/results/res97q2/cpu95-970430-01842.html,64,5.4,149,2.5,2.6
763,19,143,74,153,97,22,31,,,,336.0,,1,1,25.0,http://www.spec.org/cpu95/results/res98q1/cpu95-980223-02459.html,64,5.4,149,2.5,2.6
764,19,143,74,154,98,22,31,,,,360.0,,1,1,21.0,http://www.spec.org/cpu95/results/res98q2/cpu95-980511-02760.html,64,5.4,126,1.9,1.9
765,19,143,74,154,98,22,32,,,,400.0,,1,1,21.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001020-00268.html,64,5.4,126,1.9,1.9
